"Id","PartNumber","Name","Price","Unit","Photopath","VendorId"
"50","WIL-116-7792870-NAPKTIUS","Wiley Lunar Geochronology Consultation","$1,539.70","kilojoules per hour (kJ/h)","c:\users\camillwil\wiley-lunar-geochronology-consultation.bmp","27"
"51","QHAOQBHD-781-51990-WES","Wesley Johnson Photometry Representation","$384.49","megabyte (MB)","d:\users\julietqhaoqbhd\wesley-johnson-photometry-representation.jpeg","42"
"52","DANG-9932160-NLCMZD-635","Dangerous Lacertae Operation","$18,129.55","square inch (in²)","c:\users\megandang\dangerous-lacertae-operation.jpeg","46"
"53","ATH-322530-MBUPF-5957","Athletic Solar Photosphere Protection","$1,729.82","btu (BTU)","d:\users\benjamath\athletic-solar-photosphere-protection.gif","49"
"54","OPQMFHN-5483-7170-THERAPEUT","Therapeutic Apollo Group Advisor","$18,885.47","hertz (Hz)",,"34"
"55","DRFOVUNQ-7890-2660-ASH","Ashley Level Encryption","$1,983.26","cubic foot (ft³)","c:\users\leodrfovunq\ashley-level-encryption.gif","1"
"56","4430-PZFGTGBU-7694-REAL","Realistic Infrared Astronomy Rotation","$45,969.38","kilowatt (kW)",,"43"
"57","EXOT-497910-NOVJLG-9330","Exotic Solar Transition Region","$20,939.31","byte (B)",,"6"
"58","WESL-3346000-EDGQUHJ-5769","Wesley Polar Orbit Fruit","$3,003.77","farad (F)",,"43"
"59","ZLNIJJS-1437-4220-SERI","Serious Herbig Ae/Be Precipitation","$9,675.22","megabtu (MBTU)","c:\users\stevenzlnijjs\serious-herbig-ae/be-precipitation.png","24"
"60","829430-CFIUVPSL-1584-REL","Religious Resolution","$1,217.82","square yard (yd²)","c:\users\cheryl829430\religious-resolution.jpg","27"
"61","DOME-NWAKZ-1674-765320","Domestic Identification","$784.42","cubic meter (m³)","d:\users\erikdome\domestic-identification.png","13"
"62","FAM-XCJVPJ-8004-596340","Famous Recurrent Novae Elimination","$3,019.46","kiloVolt (kV)","c:\users\chelsefam\famous-recurrent-novae-elimination.jpg","50"
"63","7677-83110-NELLTTM-CEL","Celtic Funneling Injection","$446.62","hertz (Hz)","d:\users\averie7677\celtic-funneling-injection.png","11"
"64","DEMOC-4988-1606690-JIHXCP","Democratic Obliquity Ecliptic Inspector","$614.90","gram (g)","d:\users\alexandemoc\democratic-obliquity-ecliptic-inspector.png","49"
"65","ASH-80700-XSACBWDX-368","Ashley Kinematic Parallax Recognition","$1,699.80","milliwatt (mW)","c:\users\katherash\ashley-kinematic-parallax-recognition.ico","13"
"66","71120-YIILJOMV-617-BER","Berkeley Celestial Coordinate Session","$56,949.74","mile (mi)","d:\users\jade71120\berkeley-celestial-coordinate-session.jpeg","31"
"67","3513-8340-WZMHBB-FANT","Fantastic Photometry Keyboards","$2,251.77","megawatt hour (MWh)","c:\users\nathan3513\fantastic-photometry-keyboards.bmp","45"
"68","9934630-JGGJZG-122-INFECT","Infectious Eccentric Original","$4,940.44","kiloliter (kL)","d:\users\jewel9934630\infectious-eccentric-original.ico","3"
"69","351-3272420-VSSXNO-BAIL","Bailey Aperiodic Administrator","$444.47","square kilometer (km²)",,"44"
"70","AQUA-458250-IDTRSA-9035","Aquatic Solar X-ray Emission","$221.32","cubic foot (ft³)","c:\users\michelaqua\aquatic-solar-x-ray-emission.ico","29"
"71","31390-GISEGUVW-4227-GENET","Genetic Peculiar Variable Calculation","$345.67","month (mo)","c:\users\katie31390\genetic-peculiar-variable-calculation.ico","6"
"72","AUTHEN-76410-EXCIGCY-873","Authentic Blueshift Bedford","$4,562.50","kilojoules per hour (kJ/h)",,"42"
"73","DDNNYEVB-318-1850-NUME","Numerous Double-mode Penetration","$507.06","square millimeter (mm²)","c:\users\emilyddnnyevb\numerous-double-mode-penetration.gif","10"
"74","RVKTFR-691-84840-ACO","Acoustic Horizontal Branch Location","$773.60","kilovolt ampere (kVA)","c:\users\scarlervktfr\acoustic-horizontal-branch-location.png","27"
"75","4390-12250-WYLJWIJ-ART","Artistic Zeeman–Doppler Imaging Aboriginal","$705.74","cubic foot (ft³)","d:\users\robert4390\artistic-zeeman–doppler-imaging-aboriginal.gif","27"
"76","6332-2451020-NURRRPGI-AUTO","Automatic Neutron Preparation","$24,451.28","volt ampere hour (VAh)","d:\users\dale6332\automatic-neutron-preparation.gif","46"
"77","SERI-6265-9080-ZAORKA","Serious Extreme Horizontal Branch Reflection","$15,946.87","megaVolt (MV)","d:\users\donnaseri\serious-extreme-horizontal-branch-reflection.jpg","5"
"78","VALL-NGRHLG-3340-460320","Valley Interferometric Binary Oxford","$39,561.21","short ton (t)","d:\users\alexanvall\valley-interferometric-binary-oxford.png","31"
"79","325-8330-SDBHB-CURI","Curious Starlight Polarization","$2,021.18","kilowatts per square foot (kW/ft²)","d:\users\patric325\curious-starlight-polarization.jpg","1"
"80","QDCCVK-4386-476330-ATLA","Atlantic Gamma-ray Permission","$7,028.97","amperes per square meter (A/m²)","c:\users\stephaqdccvk\atlantic-gamma-ray-permission.bmp","19"
"81","AUT-1800-WQXSOZB-639","Authentic Stellar Composition","$223.88","hectoliter (hL)","d:\users\alexisaut\authentic-stellar-composition.bmp","13"
"82","PMDQQF-5730-777440-ATHL","Athletic Philosophy Astronomy Compression","$516.18","kilobtu (kBTU)",,"48"
"83","BRKBJFTA-3367-207820-DEMOC","Democratic Black Spin-flip Occupation","$503.89","minute (min)",,"47"
"84","STA-7100-213590-GTZYD","Stanley Geostationary Crossword","$2,851.19","kilovolt ampere hour (kVAh)","d:\users\kathrysta\stanley-geostationary-crossword.ico","22"
"85","SYS-26700-ADODG-148","Systematic Tidal Restoration","$4,607.83","farad (F)","c:\users\rogersys\systematic-tidal-restoration.ico","25"
"86","6830-YGKEKJH-1422-DIAG","Diagnostic Ionospheric Scintillation","$15,563.30","liter (L)","d:\users\magdal6830\diagnostic-ionospheric-scintillation.jpg","9"
"87","BER-7708900-AKLFOJ-857","Berkeley Density Model Verification","$525.99","centimeter (cm)","d:\users\ravenber\berkeley-density-model-verification.png","40"
"88","XSXMBZ-3162-795110-VAL","Valley Small Solar System Senator","$17,253.69","weber (Wb)",,"48"
"89","9736540-PFUGRZH-1569-THERAP","Therapeutic Reflection Nebulae Proposition","$22,939.43","terabyte (TB)",,"36"
"90","VARI-NPHPYFI-9463-3591270","Various Interferometric Binary Consideration","$3,192.94","square foot (ft²)","c:\users\erikvari\various-interferometric-binary-consideration.bmp","28"
"91","SERIO-OZWVN-7513-1240","Serious Space Arbitration","$327.12","watts per square meter (W/m²)","c:\users\trinitserio\serious-space-arbitration.ico","9"
"92","GOR-4279660-SMEJB-1871","Gorgeous Algol Variable Attention","$469.99","megajoules per square foot (MJ/ft²)","c:\users\joshuagor\gorgeous-algol-variable-attention.ico","32"
"93","DOM-4502-21950-RQHYPOK","Domestic Caustic Crossing Invision","$3,268.88","yard (yd)",,"42"
"94","4146490-XTFTKC-7638-ART","Artistic Solar System Formation","$2,588.97","joules per hour (J/h)",,"40"
"95","CHARACTERI-8270-SRTWCX-280","Characteristic Compact Nuclei Qualification","$2,887.82","kilohm (kΩ)","c:\users\zeldacharacteri\characteristic-compact-nuclei-qualification.ico","18"
"96","BAIL-1954540-WCOUM-9639","Bailey Stellar Composition","$1,282.95","grams per square meter (g/m²)","d:\users\yvettebail\bailey-stellar-composition.ico","12"
"97","190110-GMBTS-5843-PRE","Precious Cassegrain Avatar","$15,787.33","foot (ft)",,"32"
"98","BERKEL-36660-KEPAQ-456","Berkeley Cassegrain Playstation","$28,117.79","megajoules per hour (MJ/h)","c:\users\ryanberkel\berkeley-cassegrain-playstation.gif","48"
"99","75610-YZAUAN-3607-CHAR","Characteristic Quiescent Prominence Rehabilitation","$2,053.18","lux (lx)","d:\users\christ75610\characteristic-quiescent-prominence-rehabilitation.jpeg","47"
"100","LYZAYET-824-10110-SERIO","Serious Gamma-ray Astronomy Fiction","$2,047.06","kilobtu per square foot (kBTU/ft²)","c:\users\lorilyzayet\serious-gamma-ray-astronomy-fiction.ico","38"
"101","836-9709730-UMUEGARK-SYNTHE","Synthetic String Phenomenology Citation","$1,338.79","milligram (mg)","c:\users\bryant836\synthetic-string-phenomenology-citation.bmp","44"
"102","ATHLET-4288-499030-OULDPSAL","Athletic Delta Isolation","$43,391.11","foot pounds per second (ftlbs/sec)","c:\users\jerryathlet\athletic-delta-isolation.jpg","25"
"103","AUTH-308-47500-ELECEIKJ","Authentic Heliosphere Interstellar Medium Prediction","$93,323.12","therms per hour (therm/h)","c:\users\hannaauth\authentic-heliosphere-interstellar-medium-prediction.jpg","5"
"104","2789-5721860-NCXBNUA-NERV","Nervous Galaxy Rotation","$511.25","weber (Wb)","d:\users\alice2789\nervous-galaxy-rotation.gif","4"
"105","CUR-3760330-KREVKN-4308","Curious Michelson Interferometry Equation","$115.64","megavolt ampere hour (MVAh)","d:\users\eugenecur\curious-michelson-interferometry-equation.gif","41"
"106","RWPJXMG-1842-96000-DIA","Diagnostic Earth-moon System Emotional","$45,941.29","joules per hour (J/h)","d:\users\brendarwpjxmg\diagnostic-earth-moon-system-emotional.gif","3"
"107","9790-51870-YBJECJSN-DANG","Dangerous Stellar Stability Signal","$516.30","megaVolt (MV)","c:\users\crysta9790\dangerous-stellar-stability-signal.bmp","46"
"108","ACO-316-913310-WTDDL","Acoustic Tropopause Conventional","$427.91","kilopound (klb)","d:\users\angeliaco\acoustic-tropopause-conventional.bmp","30"
"109","9391400-MZSPCA-8475-BAIL","Bailey Orbital Evolution","$389.12","henry (H)",,"26"
"110","OYVMDZXN-5027-3605930-DANG","Dangerous Galaxy Distribution","$37,267.81","day day ()","c:\users\benjamoyvmdzxn\dangerous-galaxy-distribution.bmp","39"
"111","GEN-3820-4090-DQHROLR","Genetic Abell Institutional","$20,278.35","meter (m)","c:\users\jeffregen\genetic-abell-institutional.jpg","16"
"112","PREVIO-1473-5115460-UZOFBV","Previous Stellar Evolution","$3,905.97","petabyte (PB)",,"23"
"113","QNROBZF-283-662300-OBVI","Obvious Azimuth Variation","$817.42","byte (B)","c:\users\janiceqnrobzf\obvious-azimuth-variation.bmp","18"
"114","GEN-QDEVQBNA-1418-800110","Genetic Modified Newtonian Intervention","$3,663.92","kilovolt ampere hour (kVAh)","c:\users\mitchgen\genetic-modified-newtonian-intervention.jpg","34"
"115","9170-QFYUFQ-3672-BRA","Bradley Apparent Position","$39,696.29","hour (hr)","c:\users\dougla9170\bradley-apparent-position.bmp","38"
"116","697420-FECWI-832-CHARACT","Characteristic Forbush Effect","$1,758.58","foot pounds per second (ftlbs/sec)","d:\users\karl697420\characteristic-forbush-effect.gif","49"
"117","9435-47590-TMMCGBPO-ANO","Anonymous Quadrature Designation","$82,671.43","coulomb (C)","d:\users\dylan9435\anonymous-quadrature-designation.gif","42"
"118","WQNAWWLT-8287-9431920-SYST","Systematic Early-type Emission","$1,567.81","cubic foot (ft³)","d:\users\stevenwqnawwlt\systematic-early-type-emission.jpg","22"
"119","FVHSPH-1932-858150-MISCELL","Miscellaneous Great Attractor Reproduction","$4,105.18","year (yr)","c:\users\angelifvhsph\miscellaneous-great-attractor-reproduction.gif","47"
"120","1026-9230-XBFBI-ASH","Ashley Interstellar Radiation Field Towards","$782.82","square mile (mile²)","c:\users\helen1026\ashley-interstellar-radiation-field-towards.png","46"
"121","9775-42820-AKUNYZYF-DIAGN","Diagnostic Curvature Factor","$26,120.41","microsecond (us)",,"40"
"122","AUTO-99640-ULJJHAL-5620","Automatic Ixion","$8,812.52","square foot (ft²)",,"11"
"123","DEMOCR-8406-9261130-OOJUZCHM","Democratic Quantum Gravity Exceptional","$758.43","inch (in)","c:\users\marishdemocr\democratic-quantum-gravity-exceptional.bmp","5"
"124","ARCT-TWDHQ-7816-77740","Arctic Lunar Origin Vocational","$10,367.09","kilopound (klb)","d:\users\danaarct\arctic-lunar-origin-vocational.gif","46"
"125","80910-EHMDW-4490-ENO","Enormous Milky Formation","$134.04","coulomb (C)","d:\users\alexan80910\enormous-milky-formation.ico","22"
"126","4357-46380-LJWZUL-CHARAC","Characteristic Alpha Cygni Retention","$144.97","square kilometer (km²)","c:\users\meliss4357\characteristic-alpha-cygni-retention.jpeg","30"
"127","XMMLLX-3732-586360-AUTOMAT","Automatic Shadow Moderator","$1,165.73","square centimeter (cm²)","d:\users\livxmmllx\automatic-shadow-moderator.bmp","43"
"128","7676-499750-LSBRSKI-INDI","Indigenous Silicon Monoxide Advisor","$911.66","kilowatt (kW)","d:\users\aaron7676\indigenous-silicon-monoxide-advisor.gif","26"
"129","EAFYSC-996-396770-EROT","Erotic Luminosity Function","$22,558.14","centimeter (cm)","c:\users\wayneeafysc\erotic-luminosity-function.ico","3"
"130","272-8970-DFMELU-SERIO","Serious Short Period Variable Prescription","$5,714.25","megohm (MΩ)",,"37"
"131","ARC-5697-94910-PLABITSG","Arctic Kappa Mechanism Exception","$24,388.76","grams per square meter (g/m²)",,"26"
"132","ATLANT-418-660190-FNQGQV","Atlantic Delta Delphini Attraction","$24,012.89","milliVolt (mV)","d:\users\daleatlant\atlantic-delta-delphini-attraction.jpeg","2"
"133","AUTOM-3849-362220-JPYXZVL","Automatic Telescopii Bradford","$993.47","kilobtu (kBTU)","d:\users\lindaautom\automatic-telescopii-bradford.gif","39"
"134","TREMENDO-1900-NFXGUT-5306","Tremendous X-ray Constitution","$24,927.87","joule (J)","d:\users\roytremendo\tremendous-x-ray-constitution.png","7"
"135","NUMERO-WWFIDESZ-4339-15830","Numerous Runaway Additional","$444.29","megabtu (MBTU)","c:\users\cynthinumero\numerous-runaway-additional.gif","24"
"136","ARC-6450-3097310-WOZXJZL","Arctic Early-type Emission","$15,927.47","milliVolt (mV)","d:\users\karlarc\arctic-early-type-emission.bmp","8"
"137","3832-8755400-AZCJF-STAT","Static Photoelectric Magnitude Exceptional","$7,863.99","kilowatt hour (kWh)","c:\users\jamie3832\static-photoelectric-magnitude-exceptional.jpg","39"
"138","CON-69600-XOAHISX-6368","Conscious Scattered Limitation","$15,215.99","petabyte (PB)","c:\users\madisocon\conscious-scattered-limitation.jpeg","29"
"139","ATH-829-5445090-WGOCBT","Athletic Galactic Accretion","$1,033.27","farad (F)","c:\users\katherath\athletic-galactic-accretion.gif","47"
"140","6588-3598350-AAAVGWI-INDIGE","Indigenous Lemaitre Universe Record","$4,225.70","kilometer (km)","c:\users\abigai6588\indigenous-lemaitre-universe-record.jpg","3"
"141","IHCCH-402-8220-HARL","Harley Heavy Metal Religion","$1,036.60","month (mo)","c:\users\meganihcch\harley-heavy-metal-religion.jpg","48"
"142","1539-374990-AFKZX-AQUAT","Aquatic Gamma-ray Translator","$683.31","joule (J)",,"8"
"143","9627-8562570-BTCUW-PRECIO","Precious Heliopause Activation","$97,593.57","volt ampere (VA)","c:\users\claren9627\precious-heliopause-activation.jpg","7"
"144","OBVI-9855-172070-HAHEG","Obvious Dwarf Education","$542.44","square millimeter (mm²)",,"23"
"145","EROT-DZMFRW-8425-6267340","Erotic Trans-Neptunian Space Contribution","$751.00","pixel (px)",,"27"
"146","JTSRK-5526-45360-DEMOCRA","Democratic Frozen Generation","$2,627.55","horsepower (hp)","c:\users\ralphjtsrk\democratic-frozen-generation.png","5"
"147","KMJNEM-8710-869060-DELI","Delicious Brown Adaptation","$19,393.72","megavolt ampere hour (MVAh)",,"18"
"148","MYS-SJYFQGLD-2039-74290","Mysterious Single X-ray Delegation","$4,327.25","foot (ft)","c:\users\seanmys\mysterious-single-x-ray-delegation.ico","16"
"149","TREMENDO-CVQACCTW-5843-1360","Tremendous Einstein Edition","$219.64","liter (L)",,"5"
"150","ATL-345870-DZPBEVWQ-9175","Atlantic Binary Factor","$14,332.52","milliVolt (mV)","d:\users\benjamatl\atlantic-binary-factor.gif","34"
"151","BFBIJD-893-140470-FAB","Fabulous Carbon Flash Exceptional","$8,696.96","square yard (yd²)","d:\users\charlebfbijd\fabulous-carbon-flash-exceptional.jpg","19"
"152","8614560-EQTSBWKR-8572-CONSCI","Conscious Zero-age Sequence Composition","$29,412.84","kilobtu (kBTU)","d:\users\stephe8614560\conscious-zero-age-sequence-composition.bmp","6"
"153","8747-8769190-EDQBGA-MYSTER","Mysterious Small Solar System Association","$341.07","volts (V)",,"7"
"154","GENE-TZHRUEK-8721-623840","Generous Shadow Elimination","$2,692.28","gigajoule (GJ)","c:\users\lidagene\generous-shadow-elimination.png","17"
"155","PBCIRT-5703-90930-DEMOCRA","Democratic Pulsar Director","$3,859.66","megabyte (MB)","d:\users\vivianpbcirt\democratic-pulsar-director.ico","27"
"156","WIL-FPSMQ-674-847420","Wiley Fanaroff-Riley Radio Consideration","$6,265.65","minute (min)","d:\users\geraldwil\wiley-fanaroff-riley-radio-consideration.jpg","23"
"157","FAN-8090-JFFPYR-2054","Fantastic Early-type Emission","$46,057.33","short ton (t)","c:\users\alexafan\fantastic-early-type-emission.bmp","38"
"158","TREMEN-QYHYUZ-360-24860","Tremendous Chthonian Division","$38,154.79","watts per square meter irradiance (W/m²)",,"9"
"159","FANTAST-3255-827840-ORGXE","Fantastic Zero-age Horizontal Branch Compression","$437.16","megawatt (MW)",,"45"
"160","VAL-6848-137140-ZFXYB","Valley Solar System Introduction","$95,835.68","year (yr)","d:\users\oliverval\valley-solar-system-introduction.jpeg","48"
"161","6134-442900-ULMROB-GOR","Gorgeous Stellar Accretion","$4,338.08","meter (m)",,"38"
"162","BAIL-725750-CBVJQIH-590","Bailey Astrographic Tension","$15,264.47","millimeter (mm)",,"30"
"163","IMHJLCSK-847-4322150-GORGEO","Gorgeous Measurement Promotional","$207.34","petabyte (PB)","d:\users\joyimhjlcsk\gorgeous-measurement-promotional.jpeg","33"
"164","THE-BFAQBKYX-6633-519500","Therapeutic Irregular Processor","$457.83","year (yr)","c:\users\ronaldthe\therapeutic-irregular-processor.png","4"
"165","VAL-8446520-XCUSSPM-5777","Valley Stellar Tribunal","$2,531.89","metric ton (ton)",,"24"
"166","8113200-BGAFVZNI-6174-REALIS","Realistic Single Contamination","$2,469.00","liter (L)","c:\users\laura8113200\realistic-single-contamination.jpeg","44"
"167","SYNTH-6536-6999440-ZFWPTIE","Synthetic Deucalion","$451.08","quart (qt)","d:\users\ravensynth\synthetic-deucalion.bmp","1"
"168","DANG-53240-YKYTCCNT-9685","Dangerous Ionospheric Scintillation","$816.63","fluid ounce (fl oz)","c:\users\raymondang\dangerous-ionospheric-scintillation.ico","4"
"169","GORGE-7400-RXAFX-736","Gorgeous Lunar Gravitational Field Publication","$449.33","micrometer (um)",,"25"
"170","SERIO-68170-FFNNP-7205","Serious Radar Astronomy Suggestion","$969.28","lux (lx)",,"19"
"171","2810-99850-WETXOT-ROM","Romantic Resonant Kuiper Mission","$589.17","kilogallon (kgal)",,"40"
"172","DOMEST-2190-KIZILUXI-2725","Domestic Delta Delphini Organisation","$942.34","lux (lx)","d:\users\abbydomest\domestic-delta-delphini-organisation.gif","4"
"173","886-1342360-DJVYWKT-MISCELLANEO","Miscellaneous Low-luminosity Interpretation","$172.81","square inch (in²)","d:\users\michel886\miscellaneous-low-luminosity-interpretation.ico","14"
"174","MIS-EPXSU-894-133010","Miscellaneous Individual Planetary Nebulae Fruit","$919.79","ohm (Ω)",,"6"
"175","WHLJLS-946-575700-GEN","Genetic Protoplanetary Nebulae Representation","$769.22","cubic foot (ft³)","c:\users\larrywhljls\genetic-protoplanetary-nebulae-representation.ico","15"
"176","DHNOLDKG-7185-2335880-ATLAN","Atlantic Post-main Sequence Supervisor","$807.28","pint (pt)","c:\users\ralphdhnoldkg\atlantic-post-main-sequence-supervisor.ico","7"
"177","4790-OUCNH-1955-RELIGI","Religious Ejecta Reservation","$220.91","megohm (MΩ)","d:\users\bailey4790\religious-ejecta-reservation.bmp","1"
"178","ERO-55300-ISZPOMC-383","Erotic Quiescent Prominence Location","$6,775.05","decibel (db)","d:\users\anabelero\erotic-quiescent-prominence-location.jpg","18"
"179","910-415510-RNOONALF-BRA","Bradley Early-type Variable Declaration","$12,031.18","amperes per meter (A/m)","d:\users\doroth910\bradley-early-type-variable-declaration.png","38"
"180","131-5045130-GALVRNRT-ERO","Erotic Two-color Direction","$6,089.59","gallon (gal)","c:\users\nicole131\erotic-two-color-direction.gif","8"
"181","WIL-5901-3610-CGQRQ","Wiley Gravitational Disruption","$9,900.83","candelas per square meter (cd/m²)","d:\users\roywil\wiley-gravitational-disruption.jpg","38"
"182","55030-MTWQSG-9396-STA","Static Opposition","$636.80","year (yr)","c:\users\toki55030\static-opposition.bmp","27"
